comment,sentiment
thanks update curious though post script ran ran instead suspect may able identify problem quite readily,positive
sorry saw comment resolved issue also note people found work outside notebook would run take around ran lab minute video,negative
strongly recommend linked want local install follow may success target,positive
find run program computer little experience instruction,negative
respect ariel replicate talking pas,neutral
possible call program pas parameter remove,neutral
tricky issue sure reason begin convey colorization made ai representative real color talk controversial subject err side caution ethically watermark know full well frankly want showing toggle far showing without able toggle ariel replicate designer choice really going keep code,positive
pip install pip pip pip install pip pip pip install wow know worked thank,positive
made small fix think good go unfortunately position formally test currently pretty confident change deal,positive
recent call last cell line slice cell line file self norm norm false norm object attribute input get error,negative
unfortunately wo able dig without would help paste stack trace provide information particular anything done differently even trivial,positive
quite since made decision explicitly guess exact two fold explicit requirement unfreeze training step readability clarity even technically redundant make code robust since notebook making want run subset get caught necessary mostly current training step think pretty much,positive
mention batch size proportionate change learning rate lower batch size lower learning rate already might address issue say going lower already low batch size used probably great,positive
lowering batch size cause sort issue actually could try lower learning rate proportionately really recommend either trying mixed precision training video card memory note tried mixed precision particular project may may success,positive
thanks prompt batch size due low sure training small batch size affect training,positive
basically sort thing see busted model training anything different following training verbatim tell likely run train mixed precision,neutral
ago saw figured big deal left even though weird reasoning luminance already image channel matter much chroma conversion effectively idempotent swear tested boy wrong honestly know let go long thank pointing fix,positive
thread help would necessarily worry certainly experiment,positive
unfortunately got rid functionality last year bit much maintain vision keeping strictly around research last commit got rid working point sure fixed get specific commit following,positive
actually need worry purposefully empty create empty quick hack part admittedly,positive
someone anime fork sure useful basically tell good start tweak much smaller going probably increase number accordingly ultimately really boil trial error consider mine good start thank recommendation hope good day,positive
well save bit time wo help improve sort video try wo look right recommend looking something like topaz thank sad,negative
well save bit time wo help improve sort video try wo look right recommend looking something like topaz,positive
someone anime fork sure useful basically tell good start tweak much smaller going probably increase number accordingly ultimately really boil trial error consider mine good start,positive
section help sorry disturbing learned via link found problem yet want share situation wonder solution know task train model cartoon different natural,negative
added back project root folder sorry hi dear contributor met problem found file root folder could please tell get code,negative
basically effective practical limit minute le length otherwise tend run reliability local go long want format,positive
well basically going trial error exercise ca really help beyond saying smaller probably going opposite bigger doubt change ultimately driven craft would take anything said done anything tentative,positive
yeah unfortunately totally face one best get lowering way generally color best lower even case floor red,positive
thank attention function need training,neutral
training correct built already make sure read gan training part particular specific wondering,positive
totally understandable feel free merge link interested,positive
much information go far help know running error message getting stack trace first glance like could existent image trying run make sure direct link photo opposed page hosting photo example right click copy image address opposed page image page wind getting direct would actually use colorize,positive
yeah add video colorization call,neutral
good know hey found small watermark like palette lower left corner video remove image,positive
able resolve following folder hey think known reason hard disk copy folder another hard disk worked however still find old hard disk could write whatever program running well video awesome,positive
able resolve following folder still worked environment try,positive
wo notify release get touch new version available rather skip next major minor version let know ignore major version ignore minor version change mind resolve,positive
going hold wait stable take bit testing often require use particularly fork,positive
sorry forgot check hold fire deal activity want go ahead want close,negative
finally got settled move review since wo time likely back forth close thanks,positive
hello correct thanks course tough call easy say something clearly put thought time general rule trying keep simple possible add additional beyond research objective fuzzy line sure making decision le navigate maintenance simple regardless thanks encourage host elsewhere,positive
able resolve following folder,positive
thank contribution consider following first wrong easiest way run docker support removed recently see commit unlikely added back create docker image publish docker hub place without project support docker project need maintain case review section statement open source support final decision consider,negative
hey month since worked understand difficult merge would understand closed since unlikely time go back break separate,negative
hello issue run cell local permission error recent call last cell line import import file import image import import import import file import import import import import file import import import import import file import import import import class file import import key return key file name suffix name suffix class finder name continue file subpackage subpackage yield file name package break level return name level package level file frozen name package level file frozen name file frozen name file frozen name path target file self path target return none return none file self suffix suffix path candidate return file archive archive archive zip return set path file file file self file mode compression true try file except permission,positive
added back project root folder sorry,negative
many would nice split least reflect also use black everything consistent,positive
bit difficult review well functional code would much easier review merge large split several smaller,negative
well thanks made day,positive
oh yes actually first line script would indeed cause first issue slow loading memory usage yeah pretty normal open source version telling based experience local setup verify definitively currently way speed incorporate open source making loaded loaded great way get speed come course,positive
indeed printed actually first line script import moving last import removed print script use however seem bee slow loading memory usage slowly towards inference seem happen behaviour normal,negative
fantastic unique huge thanks unique opinion peek made first last patient wait executed cell import fan suddenly saw jailhouse rock cruel color made curious thanks,positive
really wrong actually though curious get print change code like want make sure could narrow issue quite bit print,negative
sorry late busy last unfortunately free probably continue increasingly move drawing trying actually make money create work research code answer either get version install locally,negative
sorry latest response video show notebook playable often clip much longer navigate path see part,positive
sorry late response say compelling reason upgrade would run sound like use case otherwise wo see difference quality would expect much better performance,positive
sorry wait finally able sit address good go,positive
make sure actually seen someone,positive
hey sorry saying middle move away wo able properly review test stuff another month thanks,positive
included training working fine wrote hi sir may ask train working always failure training computer work colorize reply directly view id,positive
hi sir may ask train working always failure training computer work colorize,negative
turn external performance lower render factor,neutral
attachment sent yahoo mail android tue wrote hello ask like going got could fetch meaning could find file day ago problem chrome really quick could fetch tell happening hope good thanksgiving meal time sent yahoo mail android wrote tried running file factor versus really awful gave output said best need go higher maybe sent yahoo mail android tue wrote yes yes would like two included dont think even get kind reply attach drive mount drive might able command code copy file drive would take lot learning tried right arrow bombed good thanks sent yahoo mail android mon gaz wrote need first attach drive file browser left run anything need run small file need go bottom file write output video drive awkward without shell access get environment tested script work file drive put big video queue lucky run process copy output file drive get unlucky delete halfway yes complete pain got pull request make easier wo magically fix issue make easier continue manually run backup manually copy back continue start notebook really polished product need understand issue posting painful run free even developer said experience make think better attach drive copy drive time add pull request try like reply directly view id,positive
hello ask like going got could fetch meaning could find file day ago problem chrome really quick could fetch tell happening hope good thanksgiving meal time sent yahoo mail android wrote tried running file factor versus really awful gave output said best need go higher maybe sent yahoo mail android tue wrote yes yes would like two included dont think even get kind reply attach drive mount drive might able command code copy file drive would take lot learning tried right arrow bombed good thanks sent yahoo mail android mon gaz wrote need first attach drive file browser left run anything need run small file need go bottom file write output video drive awkward without shell access get environment tested script work file drive put big video queue lucky run process copy output file drive get unlucky delete halfway yes complete pain got pull request make easier wo magically fix issue make easier continue manually run backup manually copy back continue start notebook really polished product need understand issue posting painful run free even developer said experience make think better attach drive copy drive time add pull request try like reply directly view id,positive
strange come missing import import quickly add fix,positive
tried running file factor versus really awful gave output said best need go higher maybe sent yahoo mail android tue wrote yes yes would like two included dont think even get kind reply attach drive mount drive might able command code copy file drive would take lot learning tried right arrow bombed good thanks sent yahoo mail android mon gaz wrote need first attach drive file browser left run anything need run small file need go bottom file write output video drive awkward without shell access get environment tested script work file drive put big video queue lucky run process copy output file drive get unlucky delete halfway yes complete pain got pull request make easier wo magically fix issue make easier continue manually run backup manually copy back continue start notebook really polished product need understand issue posting painful run free even developer said experience make think better attach drive copy drive time add pull request try like reply directly view id,positive
yes yes would like two included dont think even get kind reply attach drive mount drive might able command code copy file drive would take lot learning tried right arrow bombed good thanks sent yahoo mail android mon gaz wrote need first attach drive file browser left run anything need run small file need go bottom file write output video drive awkward without shell access get environment tested script work file drive put big video queue lucky run process copy output file drive get unlucky delete halfway yes complete pain got pull request make easier wo magically fix issue make easier continue manually run backup manually copy back continue start notebook really polished product need understand issue posting painful run free even developer said experience make think better attach drive copy drive time add pull request try like reply directly view id,positive
need first attach drive file browser left run anything need run small file need go bottom file write output video drive awkward without shell access get environment need know write shell tested script work file drive put big video queue lucky run process copy output file drive get unlucky delete halfway yes complete pain got pull request make easier wo magically fix issue make easier continue manually run backup manually copy back continue start notebook really polished product need understand issue posting painful run free even developer said experience make think better attach drive copy drive time add pull request try like,positive
audio colorization must select output colorization icon revolving giving time icon couple arrowed yellow progress last last moment said notebook luck able cloud would share sent yahoo mail android sat wrote way waste computer run another audio another nothing start suppose logic small pay nothing graphic suite sent yahoo mail android sat wrote moving drive find clear get log could fetch getting min shut totally output claim free dont get anything miss red color still quite amazing thanks sent yahoo mail android gaz wrote run time output video combined lose data even every frame need start cause crushed dark marketing pattern disappear time probably got move drive buy access still delete reply directly view id,positive
sorry forgot check hold fire deal,negative
way waste computer run another audio another nothing start suppose logic small pay nothing graphic suite sent yahoo mail android sat wrote moving drive find clear get log could fetch getting min shut totally output claim free dont get anything miss red color still quite amazing thanks sent yahoo mail android gaz wrote run time output video combined lose data even every frame need start cause crushed dark marketing pattern disappear time probably got move drive buy access still delete reply directly view id,positive
moving drive find clear get log could fetch getting min shut totally output claim free dont get anything miss red color still quite amazing thanks sent yahoo mail android gaz wrote run time output video combined lose data even every frame need start cause crushed dark marketing pattern disappear time probably got move drive buy access still delete reply directly view id,positive
run time output video combined lose data even every frame need start cause crushed dark marketing pattern disappear time probably got move drive buy access still delete,negative
sorry took long new contract pretty intense first month finally got around fixing parameter though also added logging recently might give quick manual test feeble bag flesh water could test hopefully time old soon look,positive
since certificate issue end going wait resolve probably relatively short term issue,neutral
also getting error ran everything order tried different different nothing worked,neutral
getting error ran order getting error,neutral
hello issue run get error like recent call last module functionality raise invalid magic number corrupt file ran input image,neutral
hey sorry quick update bit working something else get back sometime week hopefully tomorrow,negative
fantastic yeah far performance lot optimization advanced video stuff commercial work speed memory everything memory quite challenge example pretty deep rabbit hole get lot low hanging fruit rush try much stuff please want go ahead say le compression use faster potentially easy win use disk space quickly especially another potential win applicable oh resume like great wording,positive
docker build chance could share,neutral
hi great thanks feedback keep hacking away another branch merge ready review rather keep reason used restart natural word use would continue reserved word python convention stick underscore end like horrible specially notebook world parameter inspection great maybe calling resume instead know interested think make bit beautiful thinking since got class probably put instance rather pas edit misread scratch add proper fix unsafe use also little hack around skipping frame extraction like way present edge wasting lot time building video could tar push drive process another video rest home might also make actual video combination step optional need thought around properly many practical web like thousand around look think make sense break like like global interpreter lock single killing locally getting usage according got one core running hot assume get round love performance engineering raise another could win,positive
basically two provided either use like like already done successfully point file local code example anything like perhaps want separate server local computer would beyond scope would require work research end research repository nothing nothing le made conscious decision keep project simple leave myriad potential figure,positive
back big trip iceland wait thought put post certainly speaking whole research project far beyond scope project tell though promising direction incorporate sort information project simply building upon language modeling key getting better hard human knowledge building resulting would cover least good portion useful information think would go quite far far well unfortunately represent multiple color one challenge logical deduction sensible certain extent actual implementation segment break problem would hard part opinion still ultimately best work due ambiguity problem super interesting ponder definitely whole project tackle think potential recent vision language modeling stuff come along diffusion,positive
officially keep simple venture territory modify source code get digging tried suspect based seen wo trivial practice,neutral
update run local script worked somehow got video also error code system find file end process think barely know issue coming audio issue occur audio frame transferring audio version copyright built clang version configuration input duration start stream video main progressive sar dar default video medium handler stream audio stereo default sound medium handler file directory recent call last file line module file line still work output folder still get video version,positive
first running script got error module tried run activate logical since real run script work like charm thank much appreciate thanks helpful script,positive
sorry link figured script took raw form thank much test tell going thank,negative
list show anything python script place root folder sure raw form follow install repository python necessary put image folder root folder run python input output model artistic,positive
hello well excuse lack totally new trying understand process like zip let say folder put old footage folder terminal run command run command python input output model artistic good way please explain give lead research somehow bother thanks advance,positive
yeah fine hello long yes worked tried today video thank totally may stupid question really would like know possible way put local know wrong pasted path file like example param type slider min true param type none else print video try get error saying valid link also tried drag drop video new tab got path like file pasted got issue somebody help would cool,positive
link seem working still location stable model,neutral
finally got around issue added error handling code battle tested elsewhere,neutral
understand saying argument could easily suggest support really simplicity strict support le likely succeed keeping everything working order correct especially long term really appreciate offer pull request offer maintain respectfully decline life certainly would expect free maintenance something like long term dealt docker enough know become quite pain butt,positive
far away core mission strictly share research opposed helping deploy service think effectively share training setup easily runnable possible people play model data compare official least trying willing make docker image training setup make pull request also respect decision,positive
actually true strictly output convert though may causing small visible degradation engineering practical space usage wide ability deploy color much lower default go higher definitely cause visible degradation case even taking effect human perception color account really ca practically unfortunately without brand new model done commercial basically change going happen soon basically saying yes probably seeing solution sorry,negative
great feedback confirm much faster internal thanks,positive
first thing point docker stuff never intended training strictly made inference server deployment mind problem indeed actually legit problem docker file version properly latest version doubtless would anyway instead interested training use install anyway thing sure going disappoint people removed docker support wanting issue got finally lot extra stuff support far away core mission strictly share research opposed helping deploy service lot extra clutter hence potential confusion,positive
hey got bunch stuff like supporting latest latest version hopefully good go,positive
done bunch may help solve issue also make sure use case,positive
made single python file run copy root directory run python input output model artistic tested running command error file line invalid syntax,positive
copy stuck string nothing tried hard drive different,negative
achieve fairly easily code training infrastructure code provided share research,positive
thanks everyone digging gone try build fix fairly soon,positive
reason roll thanks reply removed,positive
thanks found one new replace link,positive
found similar issue discus pillow repository page fix pillow version worked win,positive
thanks lot work almost given appreciate assistance,positive
use copy audio one video another copy,neutral
double post one error left wondering faced error successfully video run video audio however run locally video audio following error transferring audio recent call last file line module file line command command file line call file line executable file line tid executable system find file,positive
amazing thank ca believe worked colored short video zip file provided need make work local machine,positive
everything need file previous post extract notebook try running still ca run local machine suspect,negative
appreciate support first time dealing ai project please pardon know might lot get working somehow possible could please elaborate get working system would love wonder script like according directory possible also whole folder without hope cause trouble overwhelming,positive
running win python may need create directory within folder run script video git clone folder missing incoming video need directory script notebook file need run root folder attached notebook,positive
thanks lot tried solution however run command get error dummy valid directory o would really delighted could tell exactly running script,positive
someone provided script working tried running script within notebook run fine,positive
hey could manage get working issue,neutral
broken guess workable moment,negative
limited experience key thing look know hard thing come last checked like two ago subset,negative
thanks exactly right need use install per keep straight installation get correct installation everything else would try diverge installation process wo supporting anything else far rest question installation easy part train well best tell follow searching many closed various already beyond run rely knowing rope python deep learning general vague question answer know knowledge base short,positive
likely likely need something like import sadly due code based trying play version fast ai,positive
thanks try see possible make need start python however know work distribution python plan build server project would connected local network would let scan import automatic colorize,positive
really question honestly could tell sure would actually work try starting see mounting drive operating project work still install python sure,positive
thank much feedback even know dealing old picture way much better building duller picture people look,positive
probably good going get year old open source model commercial work feverishly working since least rid zombie ultimately also dealing tech severe still characterize even latest overly dull going get kind manual get time soon ai,positive
pretty sure pointing right direction please let know,positive
though actual run assuming either passing local file case get exact error getting directly linking image example get direct image link image page opposed link page latter image work good way tell right link command image see resulting file actually image already file passing file name best bet double check whether file pointed actually image file opening really real think specific use case bug discovered previously anyway wish luck issue looking unless see chorus pop widespread issue,positive
sure go one format one,positive
give exact image used initial resolution matter,positive
pretty sure regular image tried format success initial resolution image also,positive
file pointed actually image image type open image trying use,neutral
folder function folder format train folder whatever path path notebook additional data additional information take data,neutral
alright thank sorry took time update thread install tell worked,negative
perhaps thread might help similar issue,neutral
understand fair enough last question install let say kernel would work avoid instability also ti,positive
clarify willing help reason project set ago underlying crucial since order properly bring everything speed properly basically bunch code testing already running training code well support resulting around inevitably would support would fail said possible hack support find past going try help people work free better basically,positive
tutorial guy running normal video,positive
yes line line card found running believe driver able test connected running believe first part output copied ca figure test know another way test wonder whether driver inside docker container running attempt thus far cloud route known fail,positive
working getting much faster saying wonder warning driver functionality available use run start container see native instance opposed say virtual machine,positive
really appreciate effort contribution several ca accept pull request use case rid use example stuff support long term really already itching replacement real trade inviting new support based breaking addition everything else breaking change future hope recommend making fork supporting separate,positive
wonder specifically still day apparently container,positive
sure ran exactly temporary issue working currently command definitely work case trying something else,positive
issue ca stable model,neutral
mean used part docker deployment actually flask server file go docker section,negative
already open issue actually beyond scope project product case,neutral
well first go ahead solve problem want consistent position second part effective problem limiting scope first place underlying key support put share research research working free people quick trigger bash creator baseless ground course expect change mind said piece,positive
oh dude yes problem guru write code work different rather simple,neutral
one pretty easy answer,positive
made single python file run copy root directory run python input output model artistic tested,positive
honestly know going lot potential way could getting problem think best bet may reference thread see get working,positive
sorry meant like series,negative
anaconda install issue version thinking may help might try tried swapping card machine super issue reason like series something could try,positive
older version version result getting likely problem try going sure like may anaconda install suggest sticking,positive
available listed reason go past going try hunt critical instead made simple change file resolve try,positive
across ago idea could solve problem wondering mobile super,positive
definitely would like tool,neutral
like found help correct project notebook actually part project,neutral
wo video camera shy whatnot hopefully better ultimate suggestion however simply follow notebook step step may tedious also showing exactly done,negative
beyond scope supporting may able success,positive
case successfully model correctly delete reattempt file size end,positive
thanks attention fix good go problem link sure seeing let know still see issue,positive
man bring attention look chance,neutral
research persistence yet knowing quit likely wo work first time almost everything current ecosystem come anything outside normal basic vision like like already tell two likely spectral norm former could potentially tracing model resulting model latter easily simply stripping spectral norm generator model loading instead use function posted consider realistically may upgrade latest order get working well best shot anyway yet going fork custom get working moving another user process non trivial require research persistence luck,positive
hey totally right seriously sloppy embarrassing code part pointed sooner pointed also sloppiness well,negative
source available hosting see used notebook common obscenely good getting public domain test clearly marked image search much better faster search search append domain site downside image search removed search ca specifically search public domain searching find mostly anyway one exception search engine multiple public domain many million probably note searching without safe search possibly give make wish,positive
great pretty much experience really looking kind dealing source available hosting see used notebook work ever since open source release involved great deal effort making figure arbitrary magic number work think pretty much point expect make open source time soon least let known possible make fully automatic lot work,positive
tack research anyone searching ram memory memory use memory running memory well good use ran small see color varied much ram used scientific test vague hopefully give idea expect said stay run running let start insane ram used time image turn see large memory time go high render factor pointless unless like unrealistic look hardware reason high ram used depending time minute color good whatever quality setting treat like medium ram used time pretty fast typically color already gone far blue image far sort range heavily recommend high unless special use case around ideal ram used typically le small hard tell finish faster monitor time recommendation best getting sometimes single even low fact notice drastic regard color begin resolve able easily see hit sweet spot particular image start looking realistic conclusion quality setting use like image different unique render factor testing friend use small test save time test anything factor typical sense image tested right default value getting goofy territory fine thing reason tax ridiculously high wo improve image people ram enough ram even handle suggest least memory factor though found case yet warranted hope someone,positive
may code branch separate project prefer test see,neutral
think problem project owner jerk waste anyone time project way troll people try realize project work simply put reek game bend backwards stroke people refuse take time read actually wrote year ago enough finally realize oh actual purpose expect instead despite pointing fully expect double bestowing honor jerk perhaps even throwing choice direction providing year worth work rest world free enough must go embrace professionalism must surrender personality forgo actual basic human conduct sphere order please consumer say move life feel satisfied work gone far wide already instead making miserable insane completely unreasonable increasingly yeah let obviously liberal use term consumer completely free project,negative
