comment,sentiment
dear issue thank comment advice ran code result magenta successfully tested polyphony command learning notebook worked thank much advice result installation looking eta requirement already satisfied requirement already satisfied requirement already satisfied requirement already satisfied requirement already satisfied collected successfully hit get hit focal get focal get get get hit focal hit focal hit focal get hit focal get get get get get get get fetched reading package done reading package done building dependency tree reading state information done python already version python set manually newly remove provide python manual mode total received average speed time time time current total spent left speed looking pip eta eta wheel eta collected wheel pip successfully warning running pip user result broken conflicting behaviour system package manager use virtual environment instead looking eta requirement already satisfied dev eta eta collected successfully warning running pip user result broken conflicting behaviour system package manager use virtual environment instead looking eta collected found installation successfully uninstalled successfully warning running pip user result broken conflicting behaviour system package manager use virtual environment instead warning running pip user result broken conflicting behaviour system package manager use virtual environment instead looking eta done eta done requirement already satisfied eta eta eta decorator six eta requirement already satisfied eta requirement already satisfied dev requirement already satisfied eta eta eta eta eta eta eta eta eta eta eta eta pip looking multiple determine version compatible could take eta eta eta eta eta building collected building wheel done wheel directory building wheel done wheel directory successfully built collected six decorator successfully warning running pip user result broken conflicting behaviour system package manager use virtual environment instead warning following previously six must restart order use newly looking magenta eta eta eta eta eta eta eta eta eta requirement already satisfied magenta eta eta eta done eta eta eta eta eta eta done eta requirement already satisfied magenta eta done tabulate eta eta requirement already satisfied magenta requirement already satisfied magenta requirement already satisfied decorator magenta requirement already satisfied magenta requirement already satisfied magenta requirement already satisfied magenta eta eta requirement already satisfied magenta eta cycler eta future eta done eta eta eta eta done eta requirement already satisfied dev dev magenta requirement already satisfied magenta eta eta eta eta eta eta eta eta eta gast eta eta eta eta eta promise done eta eta dill eta eta eta eta jinja eta eta eta tornado eta eta eta eta eta eta requirement already satisfied magenta requirement already satisfied magenta eta eta eta eta markdown eta eta eta eta eta eta eta requirement already satisfied magenta eta eta eta eta building collected future promise building wheel done wheel directory building wheel done wheel directory building wheel done wheel directory building wheel done wheel directory building wheel future done wheel future directory building wheel promise done wheel promise directory successfully built future promise collected wheel tornado tabulate promise pillow gast future dill cycler jinja markdown magenta wheel found installation wheel successfully uninstalled found installation successfully uninstalled found installation successfully uninstalled found installation successfully uninstalled successfully warning running pip user result broken conflicting behaviour system package manager use virtual environment instead warning tornado cause repeatedly crash behave unexpected way wo connect execute code reset disconnect delete menu warning following previously cycler tornado must restart order use newly,positive
actually fighting package entirely sure necessary magenta package leaving filthy case since still magenta installation problem change order restart despite provided process install python pip install downgrade python update install python set python curl python import path specific check path preinstall legacy pip install pip install pip install pip install install magenta pip install magenta,negative
actually found cause get error length extracted even pas false error still code true,negative
assume given time past since question posted indeed magenta likely dead alive,negative
many work due issue,positive
perhaps future compatibility switch logging work sure trying run magenta,positive
make work end thanks,positive
hey facing similar issue mac o big sur version thing resolve use python instead think maybe helpful case also manually install jack driver find hope done recommend also encounter tried python python without success despite could try really keen get running error slightly different deprecation legacy install method package pip enforce behaviour change possible replacement enable option discussion found running install error error running install run successfully exit code output running install running build running build running building extension fatal error file directory include compilation error command exit status end output note error likely problem pip error error trying install package,positive
hey facing similar issue mac o big sur version thing resolve use python instead think maybe helpful case also manually install jack driver find hope,neutral
get magenta running together unfortunately bug apple acceleration acknowledge apple see forum post generation training conveniently may add acceleration training one without acceleration generation best work may find comment gist used pip install,positive
got working use base image run echo,negative
part issue time setup local instance,neutral
hey ever found way make run,neutral
hi sorry quite new topic encounter issue total wheel building tried update work though know put file since many thank help really appreciate fix shall clone git clone zip file fix file run pip install,positive
pip magenta locally least able get import magenta work understand largely point nice even happy path worked last suppose one model like magenta limiting lot different different could explain seem going different new project still annoying want pip install magenta try project ago,positive
hi sorry quite new topic encounter issue total wheel building tried update work though know put file since many thank help really appreciate,positive
issue could solve issue yet tried magenta throwing visual studio working another device help unfortunately issue would grateful could send solve thank,negative
really hope someone soon build docker container run magenta use base image install magenta run update install install magenta run pip install magenta set default command run container error whilst building error run pip install magenta run pip install magenta magenta magenta magenta could find version requirement magenta matching distribution found magenta executor running pip install magenta exit code,negative
end issue dependency able solve specifically two package python see full file,positive
thanks like need accept change,positive
also used make recommend create put channel,neutral
also used make recommend create,neutral
solve problem still like create magenta accept wonder fix,neutral
problem lot also please answer,neutral
hi solve problem meet one,neutral
hi getting issue anyone able resolve thanks,positive
problem trying encode previously model sample function following example seemingly arbitrary difference sequence provoking error one work would really great could fixed least thanks advance,positive
ah like still need sign merge change thanks,positive
new thing hopefully done,positive
problem isolate switched clean via magenta without dug output found common issue failure get good output magenta finding model directory directory pointing typo failing find trained model understandably gibberish default model task looking output also see buried line could find trained model running predict like may problem fixed directory pointing running command working perfectly thank,positive
fill like many maybe another way vocal guitar like ai find bass find harmony instrumental spectrogram visual representation spectrum signal time low find root harmony understand shape used shape like hold pitch explore topic fortunately dont developer interested see git music play produced hope find right guide start working field help,positive
yes worked took min successfully,positive
try instead pip install still longer work latest version magenta worked fine ago,positive
hello wondering accomplished trying train model two ran pointing train directory however model also tried instead luck thanks,positive
problem official docker image tried also tried magenta install script none worked shell install base run update install install install install git install install install clean install run quiet path run bash run pip install magenta,negative
reproduce fixed error although still ca install python like trying build install successfully python build magenta,positive
similar problem getting maximum accuracy set training data however tried reduce reducing network lowering lowering learning rate early stopping ever able figure optimal,positive
see believe maybe python may conflict set accordingly whole thing environment might able make work machine following command create name magenta pip pip magenta,positive
reproduce fixed error although still ca install python like trying build,positive
indeed tested code side issue believe maybe manually set older version pip resolve magenta older version well one module one way found work around use flag pip install command upgrade magenta version module either add magenta already command like python pip install magenta add flag command added python pip install magenta side note type dependency problem real cumbersome consequently access type resource community hope magenta team fix dependency issue soon,positive
try work method pip install magenta generating piano music problem shown title setup environment markdown copy auxiliary data cloud storage markdown also install import python markdown running transformer print salamander piano via print update install pip install pip install magenta pip install magenta pip install print import import o import import import import import import import import import print recent call last module import import import module,neutral
problem side well magenta pip install magenta use installation bash script building source code locally able make work insight downgrade end able make work version work command example pip install magenta,positive
like latest breaking try pip install magenta magenta pinned version well plenty cause time future,positive
thanks try pip install print update install pip install pip install print import import o import import import import import import import see issue recent call last ade module import import import import make id raise registered id id object attribute,positive
write import magenta instead import maybe like work,neutral
thanks try pip install see issue recent call last module import import import import make id raise registered id id object attribute know import magenta whole give,positive
version might old model first tried worked maybe try see work try import magenta whole,positive
last week ran without problem error shown print salamander piano via print update install pip install pip install print import import o import import import import import import import import import print recent call last module import import import module,neutral
issue resolve problem worked older version magenta pip install,positive
goal change also typically use single python,negative
bad commit recent read thanks,negative
hey magenta project much active however repository better way could display status message reduce confusion,positive
interesting transformer use would guess would work better specific task since trained maestro acoustic piano piano may closer match,positive
sorry long time reply lucky issue still open free test transformer model onset tolerance transformer,positive
found project may handy,positive
understand training often challenge patience either get multiple patient,neutral
delete memory disk tensor shape type float allocator error free memory disk also usually exhaustion memory might try check process blocking tune batch size unfortunately one notebook open reduce batch size took many like,positive
delete memory disk tensor shape type float allocator error free memory disk also usually exhaustion memory might try check process blocking tune batch size,positive
great thank yes run code way written previous ate memory disk work great thank delete memory disk tensor shape type float allocator error free memory disk also,positive
possibly dupe still open try tot edit yep source issue,neutral
issue reproducible setup completely fresh installation magenta edit able work around via pip install pip install,positive
logic pro used general track set like,positive
version python made training work work version,neutral
believe eventually get run afraid say longer recall precisely possibly involved older version virtual environment best luck,positive
problem tried bash install,neutral
deprecation seem mostly coming framework active development really make major project simple fix occur,positive
hi thank helping work deprecation going project stay thank,neutral
thanks pull request like may first contribution open source project look pull request need sign contributor license agreement information open check pull request,positive
one note also everything work,neutral
ah yes forgetting sustain certainly try clear future curious see model possible powerful transformer model maestro perhaps additional training would help prevent much worse transformer model,positive
idea recent transcription work better inspired lot also work day ago electronic piano transformer model robust model evaluation result good maybe due transformer later,positive
hello problem paper piano transcription training evaluation first translate sustain pedal control longer note note active sustain go note extended either sustain go note process note text included statement clearly included paper code found actual used evaluation use following conversion code sustain end offset file hope help final evaluation normal note transcription note offset python import import import partial import pool import import o list list map partial list map lambda return sequence note onset offset pitch velocity onset offset pitch velocity note note open onset offset pitch velocity onset offset pitch velocity sequence sequence pool pool print,positive
hi sure getting bad note offset see anything obviously wrong code problem could happening pipeline start printing offset time see anything wrong like maybe confusion offset time note duration might also interested recent transcription work better,negative
whole python man import module location import please update use pin version alias present version import man import module location import please update use pin version alias present version import could find may work warn could find may work warning removed future version long term network network custom custom melody graph scope melody graph scope removed future version class equivalent cell add warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning class equivalent class equivalent warning removed future version please use cell equivalent removed future version please use cell equivalent removed future version please use method instead warning calling removed future version call instance argument instead passing constructor calling removed future version call instance argument instead passing constructor removed future version please use method instead removed future version please use method instead warning error primer file error primer file target network target network custom custom melody graph scope melody graph scope warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning class equivalent class equivalent warning error primer file error primer file reward network reward network custom custom melody graph scope melody graph scope warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning object state soon use object state soon use warning class equivalent class equivalent warning error primer file error primer file network cell object network cell object graph graph reward computation portion graph reward computation portion graph taking action portion graph taking action portion graph warning calling dimension removed future version use axis argument instead calling dimension removed future version use axis argument instead add future portion graph add future portion graph value prediction portion graph value prediction portion graph summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead summary name illegal instead target network update portion graph target network update portion graph binary deep neural network library use following enable rebuild appropriate compiler device memory device name bus id compute capability recent call last file line module file line main file line run file line run main file line main file line main file line file line file line file line file line file line file line return file line read file line ca decode position invalid start,negative
clue solution worked weird magenta environment already latest version,neutral
confirm error still running mac terminal solution still work massive thank,neutral
working right thanks lot date tue subject generating piano music transformer bug issue annoyingly need downgrade order make notebook work update notebook soon add cell first first cell like pip install running cell must restart subsequent work reply directly view id,positive
issue pain butt get independently magenta still giving building collected building wheel error error python run successfully exit code output running trying generator studio recent call last file line module main file line main file line generator file line generator file line generator file line call file line call file line executable file line tid executable system find file error command exit code end output note error likely problem pip error building wheel running clean build collected tornado promise greenlet future dill decorator click jinja gym flask magenta found installation successfully uninstalled running install error error running install run successfully exit code output running install running build got version file running trying generator studio recent call last file line module main file line main file line generator file line generator file line generator file line call file line call file line executable file line tid executable system find file error command exit code end output note error likely problem pip warning found rolling back moving moving error error trying install package like issue reinstall found installation successfully uninstalled running install error error could officially python got another manually,positive
downgrade fix work fresh add cell first cell like pip pip install restart subsequent work,positive
annoyingly need downgrade order make notebook work update notebook soon add cell first first cell like pip pip install running cell must restart subsequent work,negative
work thanks anyway date subject notebook generating piano music transformer environment error sure figured issue safari tried thing another computer able switching chrome believe maybe try reply directly view id,positive
sure figured issue safari tried thing another computer able switching chrome believe maybe try,positive
error requirement incompatible error requirement incompatible,neutral
sorry mon mar wrote end fixing error issue reply directly view id,negative
end fixing error issue,neutral
think wrong version may part get another bug dont know solve something missing error object never used type class want mark used call method originally file line data summarize message name file line return condition data file line file line return file line wrapped error object never used type class want mark used call method originally file line data summarize message name file line return condition data file line file line return file line wrapped done calling done calling graph graph recent call last self try return except root error found key found node key found node successful derived handling exception another exception recent call last graph execution error node defined recent call last file line file line code file line module file line file line start file line start file line file line file line file line file line return file line file line file line file line return file line dispatcher return stream file line handler stream file line file line code file line return super self file line file line code result file line file line module next file line predict node node defined recent call last file line file line code file line module file line file line start file line start file line file line file line file line file line return file line file line file line file line return file line dispatcher return stream file line handler stream file line file line code file line return super self file line file line code result file line file line module next file line predict node root error found key found node key found node successful derived original stack trace file line file line code file line module file line file line start file line start file line file line file line file line file line return file line file line file line file line return file line dispatcher return stream file line handler stream file line file line code file line return super self file line file line code result file line file line module next file line predict file line file line file line self file line return file line file line file line finalize file line saver saver file line file line build file line file line reshape file line file line file line return file line file line file line file line handling exception another exception recent call last key found handling exception another exception recent call last key found handling exception another exception recent call last restore self sess helpful message raise err variable name graph key missing print warning likely due variable name graph key missing please ensure graph based original error graph execution error node defined recent call last file line file line code file line module file line file line start file line start file line file line file line file line file line return file line file line file line file line return file line dispatcher return stream file line handler stream file line file line code file line return super self file line file line code result file line file line module next file line predict node node defined recent call last file line file line code file line module file line file line start file line start file line file line file line file line file line return file line file line file line file line return file line dispatcher return stream file line handler stream file line file line code file line return super self file line file line code result file line file line module next file line predict node root error found key found node key found node successful derived original stack trace file line file line code file line module file line file line start file line start file line file line file line file line file line return file line file line file line file line return file line dispatcher return stream file line handler stream file line file line code file line return super self file line file line code result file line file line module next file line predict file line file line file line self file line return file line file line file line finalize file line saver saver file line file line build file line file line reshape file line file line file line return file line file line file line file line,positive
sorry think question another magenta,negative
hi fix problem latest master branch pip install local repository,positive
appear ide building collected successfully install three machine manually pip pip install pip install pip install run command pip install magenta error three,positive
another cause error faced magenta installation local machine find machine configuration message tried different way install magenta unfortunately time tried got new error used following command python pip install magenta running install error error command exit status command io o open else import setup setup code compile code install record compile complete output running install running build got version file running trying generator studio recent call last file line module main file line main file line generator file line generator file line generator file line call file line call file line executable file line tid executable system find file error command exit code error command exit status io o open else import setup setup code compile code install record compile check full command output warning pip version however version available consider via pip install upgrade pip command getting error tried install manually pip pip install got following error legacy install since package legacy install since package legacy install since package found installation successfully uninstalled running install error help would,positive
issue come version default sure exact issue notebook like allow solution get version first code block environment setup added pip pip install order take effect need run code block restart run,positive
solution found install set python,neutral
hey able get magenta running python greater yet,positive
hello also problem yet,neutral
last year issue headache ended tossing magenta custom built model unless respond quick fix integrate magenta arm would recommend another package option use depending need use call trying retrain could use server build know answer looking hope insightful,positive
similar boat got portable machine arm rockfish told increasingly common also arm mac yet arm blocked basically,negative
print investigate problem remove hack pas print else print scope print scope scope print scope scope useful running due solution,positive
trying tried least time screen shot,negative
version maestro paper think forgot mention maestro paper discus piano transcription paper section,neutral
problem mac pip install magenta working neither due,negative
running idea causing think version compatibility issue,neutral
hi right standard come result drum kit recording set represent different see full based groove may also find used paper useful table let know,positive
thanks pull request like may first contribution open source project look help look pull request need sign contributor license agreement memo please visit sign fixed please reply verify already individual possible different address commit check data verify set git corporate company point contact authorized participate ask added group authorized know point contact direct project maintainer public version used register authorized contributor must used git commit check data verify set git used register authorized contributor must also attached account information go,positive
getting error common error record work fine,positive
ran issue trying use model generate note compare performance different model performance model function defined notebook example sequence always numerator denominator pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true pitch velocity instrument true thank advance,positive
hi one question send flutter link,neutral
met error mister mix got idea fix bug fix please tell thank much,positive
yes work well thanks,positive
think audio pipeline support try,neutral
error try run locally,neutral
confirm issue running python command always primer output like bug seem effect output,neutral
wow great could link short video repository link,positive
wow great could link,positive
read paper got understanding output onset frame code piano keyboard distributed flutter applicable android except method channel code communication flutter native applied swift well link,neutral
found contributor license agreement sender pull request unable find commit author maybe used different address git used sign login double check someone else need sign well confirm order pas check please resolve problem comment fixed bot comment think anything information go,negative
hi see situation able make progress thank consideration,positive
hi able figure issue,positive
would recommend trying train whole model limited access limited time use trained piano model,positive
actually fixed error thanks lot however ca train model could please specify train model,positive
thank reply thank much,positive
hi unfortunately entirely unexpected first model correct output lot random garbage lot quickly model given pitch kind drum hit combination silence likely anything else model zero training longer start see note prediction remember offhand many phase learning line expect unfortunately model size think need accelerator practical training model paper used day around across considerably powerful perhaps use case would work start model rather training scratch,positive
sure exactly happening keep mind original maestro paper maestro comparable maestro different test test data metric still quite different paper much better advance,positive
paper maestro comparable maestro different test thank test data,neutral
thank reply guidance thank,neutral
sure exactly happening keep mind original maestro paper maestro comparable maestro different test,positive
think issue running still need run relevant process data training error seeing data longer training script take care splitting full length shorter training,positive
glad hear worked would mind sending fix,positive
like prediction loop finished immediately verify want use also like loading like model trained wanting,neutral
definitely odd wonder new version provide full,positive
hi agree error message annoying transitive conflicting continue work even error unable file transcription let continue running,negative
upgrade hey issue use model evaluate test detailed magenta version version tell solve issue,positive
hello good hope hear grateful trying train model run drum onset model first used script get file use official method script try training set false file continue try error got root error found invalid argument assertion condition hold node invalid argument assertion condition hold node much,positive
write exactly run model,positive
perhaps something recent version leave loss none could try loss train mode see work made work thank,neutral
perhaps something recent version leave loss none could try loss train mode see work,neutral
first use inference material part loss data inference code file argument work got metric wrong thanks hey got solve saving global step loss saving global step loss saving summary global step,negative
hi like custom script set model training sure going training work standard script different standard script rename training work well,positive
hi like custom script set model training sure going training work standard script,positive
encounter error use evaluate test data solution thanks lot error recent call last file line module file line main file line run file line run main file line main file line main file line run file line evaluate file line evaluate file line value file line reraise raise value file line evaluate file line evaluate file line return file line file line file line file line file line file line file line return file line file line return mode file line file line loss loss mode file line raise loss missing loss,positive
work getting error requirement incompatible error requirement incompatible hopefully real fixed,positive
maybe late issue different metric different model polyphony think check metric telling somehow empty chord suppose necessary,negative
hey able solve problem trying convert raw data struggling let know,positive
hi try reaching source raw data used maestro noncommercial license part agreement would right people talk getting commercial license best luck keep u posted go,positive
still valid tried pip ended install anyway ca install magenta pip also dependent docker image issue,neutral
like point since get assert file multiple,neutral
error try command line,neutral
demo transcription unfortunately time develop beyond initial experimental let u know end something interesting,positive
still failing error building wheel,neutral
currently code pitch transcription would interesting thing try though part difficulty would getting accurate audio pitch bend could imagine modeling either series discrete probably easiest additional bend contour try love hear go,positive
thanks much suggestion fix lead straight cause older win editor came design window normal window selected object code kept message stopping server port told everything know setting new machine spent several day getting working could use remote connection work music studio manage listening port soon stopped magenta normally like use magenta outside setup win machine running window new machine see find port run thanks quickly click led solution close spend time research testing specific range besides,positive
try button device first button upper right corner,positive
