comment,sentiment
figured root cause zero moving variance first training step dummy call ensure set false however current implementation would first batch regardless argument given initialize variance dummy would make moving variance incorrectly variable done first forward pas initialize moving average would problem,positive
even say first moving variance regardless activation large always blow layer training well first training iteration loss go infinite moving variance would first forward training pas think current implementation correct please note moving variance one,positive
hey equivalent used one key difference used create replicated initial value sync otherwise used require mirrored meaning need use special assignment ensure mirrored team recently think may need use relaxed require mirrored assignment would suggest looking explain want usage constructor would equivalent next release sonnet likely make alias remove symbol entirely future release want find time run make sure,positive
thanks indeed parameter name wrong dive bit topic get better understanding code useful link welcome approach kind intuitive make currently variable parameter increase method flexibility somebody confirm parameter make sense use happy create pull request improvement course welcome suggest suitable name parameter,positive
sure meant since used store dropout rate initial state initial state initial state base core well dropout mask see seem like change entire state guess easiest fix set cell parameter never used change original code example work would fine,positive
hi want run create use inside block example python may useful know outside scope default device placement policy silently move may want set device policy explicit want ensure computation remains python explicit want whole program run configure ignore following start program python ignore available,positive
trying store none value initial state loop none value line fix line rate think cell initial state fix issue usage gon na look something like,neutral
thank sure problem skip maybe think bit unclear reasoning even let try rewrite selection target random thinking contribution could useful run great code tool repository revealed actually significant outlier across entire project image legend size number code color insensitivity commit frequency highest change frequency biggest size image major reason think file size frequency commit need fix modify something bit analysis quite high problematic image class skip trying reproduce example something failing intuitively two actual intuitive plan current clean bit extraction get familiar code break anything extract file like like completely plan idea extract internals separate file like see major better isolate frequently code help focus maintenance effort future contain class time getting added better align structure usage code seem like recurrent path currently belong course idea based without knowing think extraction unroll make sense would happy shift focus implement change otherwise problem close branch think,positive
thanks understand regarding size big could tricky work sure splitting multiple smaller would significantly improve internal defined closer usage easier clearly indicate designed use outside sonnet rather merge hope said please hesitate tackle welcome fix quite maybe file considered current next think provide context serve reminder none critical,positive
sorry mess commit bit unexpected issue squash,negative
look good thanks information go,positive
pull request submitter commit one someone pull request submitter need confirm project please confirm leaving comment pull request note project maintainer may author leave comment comment properly consent manually confirm consent commit author set label yes project information go,neutral
thank quick response issue,positive
input shape whatever module method true different see hope question please reopen,positive
available sonnet unfortunately think sonnet anywhere,negative
example training stage paper order perform generation would also need train prior example included somewhere,neutral
thanks set default epsilon large network sure overflow many network leave issue closed come back got chance make minimum reproducible example,positive
hey suspect case setting paper include small epsilon default avoid division zero indeed randomly layer get nan value python true false true false true true assert want keep avoid division zero could pas use current batch rather average,negative
thanks clarification remains throughout training concern apply,positive
hi delay checked van den oord sent following hi moving equation appendix moving sum divided moving sum number cluster correspond well code,neutral
hi afraid best place open ended like would advise try community kind discussion specific question code please post specific question model would best original,positive
exposed part public yet suspect want add example use u sure faithfully original paper like early look open source,positive
old please reopen still blocker,positive
hey sorry took u long get back sonnet largely frozen point going close future experimental mixed precision support sonnet,negative
hey sorry get back development sonnet switched please let u know find feel free take u year get back next time,negative
hi sorry get back development sonnet switched old related,negative
hey sorry get back default branch largely frozen stage going close along going sonnet,negative
thank report release sonnet pip install also new release picked compatible sonnet example think working correctly please,positive
thanks report update pip install since latest version pin broken version gast,positive
added case test use case would crash indeed without patch would fail good enough,positive
work gast version pip install,neutral
follow issue see respond update request,neutral
thanks please add test make sure regress,positive
thanks pull request like may first contribution open source project look help look pull request need sign contributor license agreement memo please visit sign fixed please reply verify already individual possible different address commit check data verify set git corporate company point contact authorized participate ask added group authorized know point contact direct project maintainer public version used register authorized contributor must used git commit check data verify set git used register authorized contributor must also attached account information go,positive
hey available via variance scaling included various way driving,positive
thought maybe clear trying describe instead shaped would produce equivalent far,positive
higher gast bug fixed gast would,positive
ran issue worked around gast somehow later got gast apparently issue could check latest version gast issue,positive
written sonnet work unmodified would suggest kinetics directly whether making sonnet version available,positive
hey repository got version sonnet version based discussion see used sonnet go back sonnet based sonnet,neutral
thank come think agree,neutral
addition test added list check sum floating point,neutral
hey thanks fixing left resolved gave last night please review,positive
maybe explain better let say dimension dictionary size shape code written pas tensor final dimension preceding single one could think batch size shape shape shape shape let say shape want compute distance find minimum distance code written output size element distance input element dictionary element possible pairwise calculated code suggestion work run without error shape shape shape code contain input element dictionary element ca following relevant calculated possibly confusion thinking input batch size approach compute essentially luck go batch size calculation fail arbitrary batch size basically everywhere sonnet code run practice versus good question actually sure play whether stylistic preference little cleanup added release logic unchanged original implementation van den oord detail,positive
quite see difference yet give thought also python instead python,neutral
two code equivalent code module distance every corresponding pair note work different size long version distance equal number flat necessarily going true importantly distance element instead version hope please reopen clear,positive
hi lucky way convert sonnet sonnet library backwards compatible main change sonnet used sonnet magical reuse instead use normal python code manage save provide make method run make data dependent common neural convenient python sonnet class self make sure initialize self return sonnet class self return ported lot code sonnet sonnet moving method need change aside name dealing,positive
could upgrade tree let u know,neutral
hey need upgrade confirm way upgrade code written sonnet sonnet instance sonnet checked backward compatibility mean maintain designed sonnet stick ca upgrade,negative
hi failure seeing result switching sonnet recently see work well used release tree coming day fix issue,negative
unfortunately true sonnet would awkward support supporting would involve input running afterwards think want default costly may worth thinking want perform transpose want something like code could wrap like class self self return,positive
hey would suggest sonnet get experience like pip install pip install please take look one see use sonnet general sonnet pas around convert result function array example following program print net python import import sonnet net net print,positive
found reason perhaps worth added added added added added added added,positive
hey code likely designed sonnet sonnet see give better error message case want use series sonnet also save time current stable version support latest release use older version shell pip install new code would suggest sonnet code want rewrite trick,positive
working pip pip pip install upgrade pip install pip install sonnet version print version print sonnet version version sonnet version python library module module attribute file line module class,neutral
assuming want create recurrent module used sequence done sequential strictly feed forward try python provided work recurrent could two meaning recurrent state size overall module see obviously lot need change core way compose together,neutral
hey thanks tip aware quite bit faster pip update use,positive
stepped problem please see notebook however invert order first two issue,positive
uninstalled work ca reproduce problem strange solution worked,negative
sonnet available beta support find read smile,positive
hi get thank much nice weekend alan sat wrote hi sonnet unlike sonnet pure python library one version library install regardless operating system also recently version work even actually accurate o assume install via pip unsure use pip system please consult documentation find sonnet simple reply directly view mute thread,positive
hi sonnet unlike sonnet pure python library one version library install regardless operating system also recently version work even actually accurate o assume install via pip unsure use pip system please consult documentation find sonnet simple,positive
fixed issue thanks quick reply,positive
hey like issue gast work around dependency shell pip install follow autograph team see recommend fixing thanks,positive
hi thanks interest much list ca give hopefully soon ping issue something look,positive
multiple agree quite odd indeed,negative
thank much know great work last multiple multiple reasonable effective way simply output instead last layer reshape appropriately use loss see use model paper,positive
multiple way simply output instead last layer reshape appropriately use loss worth found logistic loss work well parameter efficient,positive
hi use multiple per could explain apply model one value instead get multiple per,neutral
back thread added sonnet still relevant install sonnet give try,positive
thanks guidance fixed lint got time go sonnet might make available next like break series easier implement test digest,positive
come might worth currently working sonnet work want discus,positive
would running code particular think complain since within file mind taking look patch,positive
thanks response able figure get everything like library working fine via pip install suspect something went wrong course various everything clean environment worked fine,positive
ensure library latest public stable version want use old version like best bet probably going back sonnet find one around time version corresponding git tag problem want latest sonnet bear mind going old may reintroduce fixed change code write work latest version needing use old still probably able use subset library although might need comment various sonnet get import would strongly recommend real work many play predict well work extensive testing current sonnet current would effectively completely untested configuration anything could happen really ca modify environment install date old sonnet version better right dependency information somewhat date different different believe currently require fix say install pip install clone indeed change error message mention thanks report fixed next version,positive
hi pretty much would expect happen sonnet anything inside template thing wrapping case template something really feasible desirable fix stage figured layer inside constructor stop problem least could subtle example sure custom used sonnet work inside part model would consider sonnet unsupported anything might go wrong good news sonnet share base class certainly basic functionality querying top level module correctly work arbitrary two still would necessarily always going better experience sticking one library work lot better interested sonnet alpha please reopen,positive
update decided postpone update version meanwhile set building leave issue open,neutral
thanks pointing fixed next release,positive
fix lite far see sonnet normal already fix since commit available master good luck,positive
yes write eager execution write order want happen control discrete discreteness get integer valued rather set right provide small working intended sonnet version data think close translation think big necessary alternatively sonnet version next,positive
trying implement block since come gan background like learn approach quite straightforward since mistaken need enforce control still missing like could still discrete wo update made either gradient change value become deal data,positive
uninstalled work ca reproduce problem strange,negative
python print recent call last module print module attribute,neutral
ca reproduce clean perhaps file current directory instead library try printing output print,positive
hello python version python import sonnet print print recent call last fae module import sonnet print print module attribute order find version number sonnet type following command line bash pip list,neutral
would mind printing output python interpreter python import sonnet print print,neutral
try install meet problem,neutral
question via use multiple per,neutral
problem need make extra present file path pip well per version,neutral
also loss actually used instead logistic,neutral
thanks figure due version,positive
kinetics repository also could paste output running following interpreter import sonnet print print,neutral
shape output anywhere within range instead exact value within chosen use minimum default shape sonnet chosen maximal within sonnet change output shape valid shape falling within range get equivalent case use valid,positive
hi exactly sure think argument necessarily order something try ca make order underlying first two function tensor operate tensor chosen different generally consistency within sonnet library get desired result explicit ie none shape output shape please let know misunderstanding,positive
sonnet working remember seeing error back right fresh run pip install get working setup noted longer specific code final dummy package user get error use instead,positive
thanks lot always amazing,positive
clarification first example different differently obviously determine combination work situation second example acquire whole graph able filter based string something like reg reg reg reg,positive
via important close thread,positive
import sonnet error follow warning removed library probability update use instead recent call last file line file line return name level package level file frozen line file frozen line file frozen line file frozen line file frozen line file frozen line file line module import file line module import file line module import file line module import module handling exception another exception recent call last file line module file line module file line sonnet minimum version pip run pip install pip install,neutral
believe fixed part unfortunately along unsure ask around suggest following shell pip pip install since sonnet longer code actually identical apart think going forward plan deprecate suggest pip install want,negative
hi got problem know,neutral
regarding problem seeing problem well believe issue package output pip install command could find version requirement matching distribution found notice looking correct package,neutral
hey make major release sonnet support current plan make public end month spoke bit dev summit python support believe blocked supporting came sonnet please let u know case,positive
really enlightening got answer also got control dependency thank much,positive
comment two fairly subtle first module rather backwards pas would normal setup due way legacy work code written without control dependency could together even would use module want forward pas use control dependency assuming module dependency latter part comment additional complication imagine used somewhere middle agent must execute produce action give environment observation input next case fine code written control dependency transitively whole previous executed note switching resource would help unable sonnet due needing support legacy hand imagine every fully known input sequence language model control dependency produce result want could schedule execution order example could execute weight order likely want inside code pointing way fix ca see would want produce dependency happen causal order would need use control outer level code difficult get head around like happen version sonnet eager first way open ready,negative
code work narrow minimal reproducible example,negative
unfortunately issue never although open question could please,negative
tested day simple example thanks explanation advice,positive
able remove deprecation still getting one use instead return target size may indicate binary incompatibility got return could please check,positive
coming build model please tell current version think update made currently investigating,neutral
glad hear working deprecation far see calling anywhere sonnet believe coming something else maybe specific please post see causing note fixing might possible short term sonnet primarily need support version used internal repository yet,positive
hi replay clarification current version confirm following configuration everything fine annoying thing still deprecation lot posted previously,negative
sorry delay getting back think chat room moment plan create great sonnet please feel free file actively look everything,positive
hi thanks flagging test setup reason two due custom separate ended currently identical except work looking please tell u work meanwhile address dependency issue make sure work,positive
normal trainable variable two auxiliary first second order similarly need two additional decay see thing happening following toy example demonstrate something estimator anything else python import sonnet import input input loss dummy loss function still point loss print get output worth pointing though somewhat careful different high level particular could differ right whether list correct case though think fine please reopen,positive
awesome way chat room something similar could sonnet think would help resource like making switch sonnet also alert general,positive
dear thanks lot alternative concise solution close thread,positive
hi delay getting back code familiar bunch code seen internally slightly concise way copy operation seen output program dictionary python import sonnet import connect graph ensure none copy parameter zip sess print,positive
hi added sonnet make sure latest sonnet please use pip install upgrade,positive
absolutely many brain approach internals sonnet compatible stand example sonnet use graph going away taken opportunity design first base class sonnet core please take look comment currently working sonnet making sure advanced like custom still possible also making sure sonnet work distribution strategy require new major release sonnet aka sonnet feel familiar anyone used sonnet hope internals even simpler closer math mindful make sure migration expensive much possible preview might look please look progress sonnet next month two smile,positive
thanks spot fixed next public version,positive
probability custom getter case regardless whether used pip install library still importable python name case note wanting run currently bug sonnet install script fixed next time push public version actual code sonnet able following fresh get everything setup shell pip install pip install please reopen ticket,positive
way following code snippet way currently however notice basic module come clone method wonder elegant way import import sonnet class self name super self name name self return class synchronizer self self self zip return sess print sess print synchronization print print print print synchronizer synchronizer synchronizer print synchronization print print print print,positive
solution replace pip install sonnet pip install,neutral
aha data upon restore model would begin overfit highly correlated overfit thank help,positive
thanks catching fix next public version,positive
example tested toy example hooked real data seeing whether work single layer multiple strange set wondering whether somehow bottleneck instability general could try making multiple explicitly exactly equivalent without knowing wrong setup might give useful clarify something data input could getting incorrectly curriculum difficulty could reset initial difficulty thus training similarly learning replay buffer go back empty restoration drop performance ever occur without taking place experience optimization produce sudden performance like custom provide full self example might able offer advice however definitely seen anything like internally lot people something analogous setup sonnet auxiliary anything like compute infrastructure individual may taken service training would become obvious issue,positive
fixed problem know coincidence somehow interfere regular saving,positive
glad know case close thread,positive
gorgeous solution many thanks close thread,positive
getting rid sonnet fixed still sonnet linear layer different sonnet like seem drop without least small amount rather way back example tried check accuracy model would drop training test accuracy would stay range training drop sudden without stay range also inside sure would cause issue since imagine linear one another edit actually still layer elsewhere sonnet module outside module,positive
yes saver also train like sure training properly suddenly go starting scratch come restoration code sess directory path path sess normal batch training every number save sess problem related sonnet sure else could,positive
declaration call loss point auxiliary get would think print see whether worth quick test sonnet module hooked toy loss made minimize made saver auxiliary definitely saving correctly,positive
sure correctly following code old sess new enumerate old new print saver line construction sonnet,positive
hi able custom getter something like python getter name getter name return definition available apply weight variable bias,positive
verify moving average actually create saver sonnet module make save restore associated optimization check getting printing optimization call,negative
thanks pull request like may first contribution open source project look help look pull request need sign contributor license agreement memo please visit sign fixed please reply verify already individual possible different address commit check data verify set git corporate company point contact authorized participate ask added group authorized know point contact direct project maintainer public version used register authorized contributor must used git commit check data verify set git used register authorized contributor must also attached account,positive
combining sonnet defined slim produce related variable may able get work inside constructor inside block even think would need careful top level module ie multiple time clarify unlikely work python class self return assuming top level module stack python class self super self self return hard give definitive without looking model everything general tricky model specific library probably get best working entirely within library sonnet built top transparent reuse anything wrapped hood anything calling directly assumption lead kind seeing sonnet module load normal module want connect part graph make saver subpart graph general passing perform graph probably going want remove prefix graph make line,positive
thank clearing still facing kind syntax particularly want pas binary flag tried lambda notation passing lambda flag like however error positional code following class self super self self return class due brevity equal used class self super self self latent range latent return want feed like said error missing,positive
sure let example encode decode use common well ca access decorated third maybe private method access appropriate let say want encode decode tied specifically transpose give size bias brevity wo work python class self super self encode self return decode self return self return factor separate method also decorated get work python class self super self self return encode self return decode self return self return might seem like tedious hoop force jump alternative allow method would mean responsible making sure name across decorated make mistake get unintentional could lead extremely hard catch,positive
example would necessary use method isolation want use encode decode vice approach besides constructor use constructor would still need decorate order use constructor,neutral
correct get effect however create actual point rather often convenient wo know input dimensionality dealing obviously add constructor module sonnet generally shape inference original use case natural multiple externally accessible entry ie encode decode rather idea encode decode disjoint obviously come usually case charge building particular built whenever decorated method specific input work build right size purpose different people prefer front rather mostly stylistic preference,positive
according must return sonnet module equivalent something method pas input case execution end scope internal way module posted would python lambda lambda obviously replace whatever sonnet module want hope please reopen still,neutral
thanks suggestion support point,positive
thank answer particularly interested following use case know think passing object instead function solution suggest work case since following callable edge model function callable must return sonnet module equivalent none pas default,positive
module want compose require extra like canonical thing would define new subclass rather writing function particular module explicitly reuse calling module twice potentially different example would something like python class self super self self else return would probably want make constructor final output size dropout probability training fit library second point sure exactly mean sonnet could specific,positive
thanks journal club going attention need paper since relational back scaling factor one paper another implementation also,positive
linked bottom documentation page site corresponding file know posted issue start page exactly though,positive
suggestion nice close thread,positive
fully understanding close thread,neutral
hi sonnet float use case,neutral
hi thanks feedback revamp documentation take input account come couple sonnet,positive
sorry sure understand question shape,neutral
hi exact analogy sonnet exactly import,positive
hi thanks question experience since name quite short sometimes following paper notation easy make bitten u past prefer erring strict side one apologize understand might convenient specification sometimes,positive
fixed old behaviour still default want maintain compatibility setting false apply one bias,negative
first sample get discrete put network go,positive
trained take use network get image mean network trained,negative
thanks lot response array put feed dictionary put initial state get next error value feed object acceptable feed include python reference tensor object tensor feed key tensor part code feed initial state update global network loss generate network statistic periodically save initial state array,positive
first trained notebook compress discrete reconstruct want sample new train generative model discrete instead trained take use network get image meant prior sense model top paper used also possible,positive
like getting confused expect please use initial state array,negative
think different going firstly ca reproduce result device placement result number could influence however reproduce issue getting different result following code believe accuracy consistently seeing test none none session print note doesnt use sonnet raw believe problem independent sonnet time dig suggest open ticket one,positive
collection change code metric get result direct call,positive
dear think everything crystal clear sincerely appreciate yes quite right looking concatenate dimension considering dense recurrent structure see whether performance improvement model probably sonnet consider provide interface since might one would like try dense recurrent structure,positive
hi error message confusion fixed next version corrected error message say provided able along first feature dimension core shape whereas core shape must differ first dimension selected skip trying concatenate two together provide final output size shown size without batch dimension implementation first dimension therefore rest case need disable skip wo problem definitely want skip presumably looking concatenate dimension could either modify concatenation dimension could transpose data format meaning would obviously require elsewhere hope please let know clear,positive
hi function sonnet version find function available,positive
japan hello problem thank much,positive
hi new version python compatibility soon well close issue feel free reopen spot anything else,positive
hi thank contribution issue raised version support,neutral
hi thank feedback latest version see answer issue sonnet python compatible import slipped u address mistake update issue,positive
hey gone today release use concretely see commit issue resolved,positive
hi probably wrap another probably little easier problem quite sure corresponding native implementation,positive
oh sorry meant wrapping additional,negative
dear mean essentially difference version sonnet version sonnet two interchangeable yes,negative
dear thanks respond way find magic try locate find python python default red hat type help copyright license information import see list thanks pointing way find,positive
hi get added straightforward wrapper around,positive
well wheel generate sonnet wheel work fine close issue feel free reopen problem installation,positive
hi yes however problem build source enable technically speaking enable however wheel instead dependency problem actually warning,neutral
hi dependency generate wheel set true solve issue generate wheel source project name satisfy dependency need,positive
thanks get sorry mistake,negative
hi latest version correct name old name still available see general develop sonnet public release work older unable upgrade version whatever reason best option use correspondingly old version sonnet check case sonnet fully support would recommend latest stable sonnet possible though,positive
thanks report fixed version get version master right install pip available please reopen ticket,positive
code longer part sonnet core update sonnet recommend pip install fine note officially support sonnet code pure python work anyway,positive
met trouble user make work sonnet,negative
thanks accepted internally next public version pushing week,positive
maybe install older version sonnet git clone branch sonnet,positive
hi need upgrade version current version sonnet mistake still correct though worth whenever push release specific version mention see top current version pip making get automatically added pip install bit tricky either work sorry confusion let know ca get working,positive
thank much time really,positive
